company_code,avg_daily_high_low_range,avg_daily_volume,avg_trading_capital,instrument_token,tradingsymbol,name,exchange
3812,4.74559226368815387480,9549322.000000000000,951920099.48400000,975873,ZEEL,ZEE ENTERTAINMENT ENT,NSE
543278,6.88230218304851879590,1755443.400000000000,948241742.01500000,139079172,KALYANKJIL,KALYAN JEWELLERS INDIA,BSE
18391,4.05744689299642193250,5674543.200000000000,937304529.64800000,4708097,RBLBANK,RBL BANK,NSE
27095,5.24935896701863572830,1841277.100000000000,913632770.24500000,6936321,SWANENERGY,SWAN ENERGY,NSE
2649,5.77352895898994134170,2307090.100000000000,912649727.88500000,678145,PCBL,PCBL,NSE
2142,3.90837175445072553990,832934.100000000000,912254835.64500000,548353,MFSL,MAX FINANCIAL SERV,NSE
7508,7.29109517794772015800,589477.800000000000,893643952.37000000,1922049,ZENTEC,ZEN TECHNOLOGIES,NSE
11343,5.71590049307257384270,565577.600000000000,890953289.89500000,2903809,AFFLE,AFFLE (INDIA),NSE
11262,3.74162044991972748930,4500262.700000000000,890604043.50100000,2883073,IGL,INDRAPRASTHA GAS,NSE
1633,4.10047081599610675060,598227.900000000000,884664134.50000000,418049,IPCALAB,IPCA LABORATORIES,NSE
5748,3.44831225097052521100,600901.600000000000,877189774.23000000,1471489,CYIENT,CYIENT,NSE
15313,5.09564235521078058840,17564109.000000000000,867550590.76400000,3920129,IRB,IRB INFRA DEV,NSE
30108,5.53543612119732125700,3403838.400000000000,866685221.08000000,7707649,ABFRL,ADITYA BIRLA FASHION & RT,NSE
2294,7.91549085021621490810,16085058.700000000000,857574157.50800000,587265,MTNL,MAHANAGAR TELEPHONE NIGAM,NSE
7406,4.40789024529848679060,601526.500000000000,855624501.85000000,1895937,GLENMARK,GLENMARK PHARMACEUTICALS,NSE
4907,7.71731995369271752200,5065144.600000000000,845218978.22400000,1256193,ENGINERSIN,ENGINEERS INDIA,NSE
4421,5.97226842907868994890,813618.300000000000,843657210.57500000,1131777,CREDITACC,CREDITACCESS GRAMEEN,NSE
13147,4.61623547000425116580,764513.900000000000,831424384.58000000,3365633,PVRINOX,PVR INOX,NSE
1134,6.63904079089951164640,6685627.600000000000,825861094.82900000,290305,APOLLO,APOLLO MICRO SYSTEMS,NSE
17939,4.70684891315685525070,3548256.900000000000,824492700.52000000,4592385,HINDCOPPER,HINDUSTAN COPPER,NSE
2263,3.89642418462103922480,5760660.800000000000,813854730.30200000,579329,BANDHANBNK,BANDHAN BANK,NSE
827,5.19893253509759886070,727946.300000000000,787190893.78000000,211713,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,NSE
2606,4.92522806985480001940,5502481.300000000000,781630340.13200000,667137,LEMONTREE,LEMON TREE HOTELS,NSE
1424,4.14586250002971962500,1789246.900000000000,780304111.21500000,364545,HINDZINC,HINDUSTAN ZINC,NSE
13528,3.78224363962929402220,10828462.600000000000,777080502.55000000,3463169,GMRINFRA,GMR AIRPORTS INFRA,NSE
19196,8.76892047183804024470,2500053.200000000000,755514474.26000000,4914177,TI,TILAKNAGAR INDUSTRIES,NSE
21154,9.26427207838346348190,540759.100000000000,754390929.64500000,5415425,ERIS,ERIS LIFESCIENCES,NSE
676,3.34586136048963416060,2030189.200000000000,741461972.24000000,173057,EXIDEIND,EXIDE INDUSTRIES,NSE
15068,4.64662173988244151260,3074031.000000000000,739632204.07200000,3857409,RELIGARE,RELIGARE ENTER.,NSE
628,3.78961599805031915440,5538604.300000000000,728029215.75900000,160769,CESC,CESC,NSE
14309,3.54113198817105659230,1348909.900000000000,716071107.05000000,3663105,INDIANB,INDIAN BANK,NSE
357,5.82575546430576608460,1222514.500000000000,705695557.43000000,91393,NAM-INDIA,NIPPON L I A M,NSE
18011,5.14467963523837184530,638384.000000000000,701016538.51500000,4610817,WHIRLPOOL,WHIRLPOOL OF INDIA,NSE
2043,4.00302199020850142880,777765.800000000000,695050182.88000000,523009,RAMCOCEM,THE RAMCO CEMENTS,NSE
18883,4.20333787084735574840,7611500.200000000000,693767654.22200000,4834049,SJVN,SJVN,NSE
17945,5.33615576361745547960,617639.300000000000,691829753.73000000,4593921,SUVENPHAR,SUVEN PHARMACEUTICALS,NSE
163,3.36077550054224799460,1604760.200000000000,671816401.49000000,41729,APOLLOTYRE,APOLLO TYRES,NSE
11821,5.24131896504868088560,861829.900000000000,668749773.84500000,3026177,WELCORP,WELSPUN CORP,NSE
7936,5.92842342622528744400,931335.200000000000,665857649.03000000,2031617,AVANTIFEED,AVANTI FEEDS,NSE
24948,4.66000305902002162900,4669252.600000000000,658992073.74000000,6386689,LTF,L&T FINANCE,NSE
4745,3.95305451953150194860,6309661.000000000000,641320079.25400000,1214721,BANKINDIA,BANK OF INDIA,NSE
6445,6.49640387468219564340,613176.300000000000,640782739.09000000,1649921,TECHNOE,TECHNO ELEC & ENG CO.,NSE
1997,3.88575909862121403220,1173375.200000000000,639732964.07000000,511233,LICHSGFIN,LIC HOUSING FINANCE,NSE
220,4.25423265688380815560,3735899.200000000000,637990145.92200000,56321,IEX,INDIAN ENERGY EXC,NSE
12489,5.70328255111744980220,2183232.600000000000,637817908.59000000,3197185,SWSOLAR,STRLNG & WIL REN ENE,NSE
18908,4.26569305464389385080,747866.400000000000,637376920.05500000,4840449,PNBHOUSING,PNB HOUSING FIN,NSE
17313,5.47995882458916266490,537754.100000000000,633272911.76500000,4432129,LLOYDSME,LLOYDS METALS N ENERGY L,NSE
23607,7.05364926910789788570,1015827.700000000000,631800732.67500000,6043393,BALUFORGE,BALU FORGE INDUSTRIES,NSE
404,3.21902514406836371640,1302103.400000000000,630000819.15000000,103425,BERGEPAINT,BERGER PAINTS (I),NSE
21131,4.62228636072314245740,719235.400000000000,607210602.36500000,5409537,TEJASNET,TEJAS NETWORKS,NSE
100,4.01031550601498588080,591575.800000000000,590141664.81000000,25601,ARE&M,AMARA RAJA ENERGY MOB,NSE
11236,4.41941733460213554190,955542.200000000000,584087377.17000000,2876417,JSL,JINDAL STAINLESS,NSE
2431,5.86500291549078078160,1799244.000000000000,581775575.51000000,622337,RAILTEL,RAILTEL CORP OF IND,NSE
13637,5.75236074828765583230,5322372.200000000000,577087434.04500000,3491073,JMFINANCIL,JM FINANCIAL,NSE
15228,5.34936235592411221290,14902424.400000000000,553866318.17500000,3898369,UJJIVANSFB,UJJIVAN SMALL FINANC BANK,NSE
2412,4.29031450062978468030,551057.800000000000,548291398.67000000,617473,PEL,PIRAMAL ENTERPRISES,NSE
7374,6.55857552945635109720,782343.700000000000,543186151.14000000,1887745,STAR,STRIDES PHARMA SCI,NSE
2705,4.80202192820502269620,919306.900000000000,542124269.63000000,692481,PRAJIND,PRAJ INDUSTRIES,NSE
21614,4.41407514133163887760,3392194.400000000000,541095425.48400000,5533185,ABCAPITAL,ADITYA BIRLA CAPITAL,NSE
1375,4.74306853631406101850,18549154.000000000000,540878875.38300000,352001,HCC,HINDUSTAN CONSTRUCTION CO,NSE
13776,3.61417549893245169140,592761.600000000000,540563940.94000000,3526657,GESHIP,THE GE SHPG.LTD,NSE
8954,4.06606499265398077580,7450947.700000000000,540548276.59500000,2292225,TTML,TATA TELESERV(MAHARASTRA),NSE
5373,5.13846362422812487020,3008245.900000000000,531376476.64900000,1375489,DEVYANI,DEVYANI INTERNATIONAL,NSE
11351,4.30056558808603817940,1772904.400000000000,530567399.21000000,2905857,PETRONET,PETRONET LNG,NSE
9385,4.70470421074410104850,1793348.500000000000,530098425.580000000000,2402561,PNCINFRA,PNC INFRATECH,NSE
14707,6.62375345905058705430,1364949.800000000000,525436445.61500000,3764993,TIMETECHNO,TIME TECHNOPLAST,NSE
11403,3.77197330230469103870,1692400.400000000000,516453802.17500000,2919169,POONAWALLA,POONAWALLA FINCORP,NSE
500570,2.83229691485301696280,751797.000000000000,513805025.41000000,128145924,TATAMOTORS,TATA MOTORS,BSE
7,4.53796713418899302340,1177388.200000000000,512889066.93000000,1793,AARTIIND,AARTI INDUSTRIES,NSE
1814,5.31827207902688832450,520109.200000000000,497423345.02500000,464385,KPIL,KALPATARU PROJECT INT,NSE
21828,5.66462034378632986910,3154823.300000000000,491747107.06600000,5587969,TEXRAIL,TEXMACO RAIL & ENG.,NSE
4749,3.76543070175931841920,704325.600000000000,487421468.28000000,1215745,CONCOR,CONTAINER CORP OF IND,NSE
10599,4.16321661661559282090,1133438.600000000000,486553263.49500000,2713345,GUJGASLTD,GUJARAT GAS,NSE
11872,4.99216858659580038460,902193.000000000000,482379376.75000000,3039233,GRANULES,GRANULES INDIA,NSE
13404,3.58072760559225450380,777845.800000000000,470902892.05000000,3431425,SUNTV,SUN TV NETWORK,NSE
16639,6.86678935238757481150,768229.100000000000,468726874.03500000,4259585,KIRIINDUS,KIRI INDUSTRIES,NSE
6066,5.02179274255435629600,786411.200000000000,466874496.71000000,1552897,ATGL,ADANI TOTAL GAS,NSE
1802,9.65687312750241616550,20305584.600000000000,465123813.10200000,461313,JYOTISTRUC,JYOTI STRUCTURES,NSE
6596,6.45068605651315315880,1030920.000000000000,462102533.52000000,1688577,SONATSOFTW,SONATA SOFTWARE,NSE
5633,4.03785281751116507520,4500359.000000000000,451229267.14400000,1442049,J&KBANK,J & K BANK,NSE
277,5.09330064939690246980,1136684.100000000000,451179350.99500000,70913,GICRE,GENERAL INS CORP OF INDIA,NSE
3048,6.34864316660540039400,2666315.800000000000,446238980.00200000,780289,SCI,SHIPPING CORP OF INDIA LT,NSE
20182,5.79438852395742049280,1917214.800000000000,445319277.69000000,5166593,ASHOKA,ASHOKA BUILDCON,NSE
13285,4.77806089960737729700,1595151.800000000000,444634594.30000000,3400961,M&MFIN,M&M FIN. SERVICES,NSE
13305,5.08247484950086297040,523849.900000000000,443419149.59500000,3406081,CENTURYPLY,CENTURY PLYBOARDS (I),NSE
11809,4.76348596734908501310,1241455.300000000000,424996782.18500000,3023105,IIFL,IIFL FINANCE,NSE
3024,5.55855661432646277150,1707447.200000000000,423549909.77500000,774145,JINDALSAW,JINDAL SAW,NSE
15283,4.84709450581123680290,1497341.900000000000,418238763.00000000,3912449,KNRCON,KNR CONSTRU,NSE
2792,4.88013751442083643240,32791515.100000000000,416858165.28200000,714753,EASEMYTRIP,EASY TRIP PLANNERS,NSE
18652,3.61592368797497136880,711945.000000000000,415416113.36000000,4774913,ICICIPRULI,ICICI PRU LIFE INS CO,NSE
532822,6.24638836458124283700,46324759.900000000000,413829016.31600000,136402436,IDEA,VODAFONE IDEA,BSE
13342,4.63113050359871458700,25326095.000000000000,407066043.94400000,3415553,VAKRANGEE,VAKRANGEE,NSE
11626,5.85270807197240122940,708579.300000000000,406706144.28000000,2976257,WELENT,WELSPUN ENTERPRISES,NSE
11377,3.48899862172474335560,8325231.200000000000,404551425.87600000,2912513,MAHABANK,BANK OF MAHARASHTRA,NSE
543320,4.14303338213583510000,1782093.800000000000,403761177.54000000,139089924,ZOMATO,ZOMATO,BSE
11987,7.66398652257631961380,1232241.400000000000,401187916.150000000000,3068673,ICIL,INDO COUNT INDUSTRIES,NSE
542649,5.37726032363083264940,1019244.200000000000,396786476.79500000,138918148,RVNL,RAIL VIKAS NIGAM,BSE
20936,5.61794738635970026220,522712.900000000000,392684999.71500000,5359617,KIRLOSENG,KIRLOSKAR OIL ENG,NSE
1515,5.27764999456870389960,1403096.400000000000,391635500.26000000,387841,INDIACEM,THE INDIA CEMENTS,NSE
2866,6.50570866225250668660,2740384.200000000000,385535103.13400000,733697,RCF,RASHTRIYA CHEMICALS & FER,NSE
500049,3.97935770774281101770,1427673.000000000000,382328214.03500000,128012548,BEL,BHARAT ELECTRONICS,BSE
5701,4.33332879786869626230,2207071.600000000000,378668404.03600000,1459457,CUB,CITY UNION BANK,NSE
1508,4.30846065283837485320,846174.100000000000,378239825.49500000,386049,ASTERDM,ASTER DM HEALTHCARE,NSE
